Student_ID,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total Score,Average Score,Percentage,Grade,Result,Attendance
500,male,group E,some college,standard,none,76.0,71.0,72.0,219.0,73.0,73.0,B,Pass,67
501,female,group D,master's degree,standard,none,74.0,79.0,82.0,235.0,78.33333333333333,78.33333333333333,B,Pass,79
502,female,group B,associate's degree,standard,completed,94.0,87.0,92.0,273.0,91.0,91.0,A+,Pass,89
503,male,group C,some college,free/reduced,none,63.0,61.0,54.0,178.0,59.333333333333336,59.333333333333336,D,Pass,77
504,female,group E,associate's degree,standard,completed,95.0,89.0,92.0,276.0,92.0,92.0,A+,Pass,91
505,female,group D,master's degree,free/reduced,none,40.0,59.0,54.0,153.0,51.0,51.0,D,Pass,91
506,female,group B,some high school,standard,none,82.0,82.0,80.0,244.0,81.33333333333333,81.33333333333333,A,Pass,100
507,male,group A,high school,standard,none,68.0,70.0,66.0,204.0,68.0,68.0,C,Pass,85
508,male,group B,bachelor's degree,free/reduced,none,55.0,59.0,54.0,168.0,56.0,56.00000000000001,D,Pass,86
509,male,group C,master's degree,standard,none,79.0,78.0,77.0,234.0,78.0,78.0,B,Pass,96
510,female,group C,bachelor's degree,standard,none,86.0,92.0,87.0,265.0,88.33333333333333,88.33333333333333,A,Pass,90
511,male,group D,some college,standard,none,76.0,71.0,73.0,220.0,73.33333333333333,73.33333333333333,B,Pass,77
512,male,group A,some high school,standard,none,64.0,50.0,43.0,157.0,52.333333333333336,52.33333333333333,D,Pass,99
513,male,group D,some high school,free/reduced,none,62.0,49.0,52.0,163.0,54.333333333333336,54.333333333333336,D,Pass,72
514,female,group B,some high school,standard,completed,54.0,61.0,62.0,177.0,59.0,59.0,D,Pass,91
515,female,group B,master's degree,free/reduced,completed,77.0,97.0,94.0,268.0,89.33333333333333,89.33333333333333,A,Pass,89
516,female,group C,some high school,standard,completed,76.0,87.0,85.0,248.0,82.66666666666667,82.66666666666667,A,Pass,63
517,female,group D,some college,standard,none,74.0,89.0,84.0,247.0,82.33333333333333,82.33333333333334,A,Pass,62
518,female,group E,some college,standard,completed,66.0,74.0,73.0,213.0,71.0,71.0,B,Pass,83
519,female,group D,some high school,standard,completed,66.0,78.0,78.0,222.0,74.0,74.0,B,Pass,85
520,female,group B,high school,free/reduced,completed,67.0,78.0,79.0,224.0,74.66666666666667,74.66666666666667,B,Pass,81
521,male,group D,some college,standard,none,71.0,49.0,52.0,172.0,57.333333333333336,57.333333333333336,D,Pass,67
522,female,group C,associate's degree,standard,none,91.0,86.0,84.0,261.0,87.0,87.0,A,Pass,99
523,male,group D,bachelor's degree,standard,none,69.0,58.0,57.0,184.0,61.333333333333336,61.33333333333333,C,Pass,90
524,male,group C,master's degree,free/reduced,none,54.0,59.0,50.0,163.0,54.333333333333336,54.333333333333336,D,Pass,82
525,male,group C,high school,standard,completed,53.0,52.0,49.0,154.0,51.333333333333336,51.33333333333333,D,Pass,99
526,male,group E,some college,standard,none,68.0,60.0,59.0,187.0,62.333333333333336,62.33333333333333,C,Pass,91
527,male,group C,some high school,free/reduced,completed,56.0,61.0,60.0,177.0,59.0,59.0,D,Pass,79
528,female,group C,high school,free/reduced,none,36.0,53.0,43.0,132.0,44.0,44.0,D,Pass,69
529,female,group D,bachelor's degree,free/reduced,none,29.0,41.0,47.0,117.0,39.0,39.0,D,Fail,96
530,female,group C,associate's degree,standard,none,62.0,74.0,70.0,206.0,68.66666666666667,68.66666666666667,C,Pass,92
531,female,group C,associate's degree,standard,completed,68.0,67.0,73.0,208.0,69.33333333333333,69.33333333333334,C,Pass,76
532,female,group C,some high school,standard,none,47.0,54.0,53.0,154.0,51.333333333333336,51.33333333333333,D,Pass,98
533,male,group E,associate's degree,standard,completed,62.0,61.0,58.0,181.0,60.333333333333336,60.333333333333336,C,Pass,91
534,female,group E,associate's degree,standard,completed,79.0,88.0,94.0,261.0,87.0,87.0,A,Pass,95
535,male,group B,high school,standard,completed,73.0,69.0,68.0,210.0,70.0,70.0,B,Pass,96
536,female,group C,bachelor's degree,free/reduced,completed,66.0,83.0,83.0,232.0,77.33333333333333,77.33333333333333,B,Pass,99
537,male,group C,associate's degree,standard,completed,51.0,60.0,58.0,169.0,56.333333333333336,56.333333333333336,D,Pass,71
538,female,group D,high school,standard,none,51.0,66.0,62.0,179.0,59.666666666666664,59.66666666666667,D,Pass,97
539,male,group E,bachelor's degree,standard,completed,85.0,66.0,71.0,222.0,74.0,74.0,B,Pass,89
540,male,group A,associate's degree,standard,completed,97.0,92.0,86.0,275.0,91.66666666666667,91.66666666666666,A+,Pass,96
541,male,group C,high school,standard,completed,75.0,69.0,68.0,212.0,70.66666666666667,70.66666666666667,B,Pass,77
542,male,group D,associate's degree,free/reduced,completed,79.0,82.0,80.0,241.0,80.33333333333333,80.33333333333333,A,Pass,72
543,female,group C,associate's degree,standard,none,81.0,77.0,79.0,237.0,79.0,79.0,B,Pass,96
544,female,group D,associate's degree,standard,none,82.0,95.0,89.0,266.0,88.66666666666667,88.66666666666667,A,Pass,82
545,female,group D,master's degree,standard,none,64.0,63.0,66.0,193.0,64.33333333333333,64.33333333333333,C,Pass,89
546,male,group E,some high school,free/reduced,completed,78.0,83.0,80.0,241.0,80.33333333333333,80.33333333333333,A,Pass,65
547,female,group A,some high school,standard,completed,92.0,100.0,97.0,289.0,96.33333333333333,96.33333333333334,A+,Pass,99
548,male,group C,high school,standard,completed,72.0,67.0,64.0,203.0,67.66666666666667,67.66666666666666,C,Pass,85
549,female,group C,high school,free/reduced,none,62.0,67.0,64.0,193.0,64.33333333333333,64.33333333333333,C,Pass,82
550,male,group C,master's degree,standard,none,79.0,72.0,69.0,220.0,73.33333333333333,73.33333333333333,B,Pass,78
551,male,group C,some high school,free/reduced,none,79.0,76.0,65.0,220.0,73.33333333333333,73.33333333333333,B,Pass,69
552,male,group B,bachelor's degree,free/reduced,completed,87.0,90.0,88.0,265.0,88.33333333333333,88.33333333333333,A,Pass,77
553,female,group B,associate's degree,standard,none,40.0,48.0,50.0,138.0,46.0,46.0,D,Pass,79
554,male,group D,some college,free/reduced,none,77.0,62.0,64.0,203.0,67.66666666666667,67.66666666666666,C,Pass,67
555,male,group E,associate's degree,standard,none,53.0,45.0,40.0,138.0,46.0,46.0,D,Pass,67
556,female,group C,some college,free/reduced,none,32.0,39.0,33.0,104.0,34.666666666666664,34.66666666666667,D,Fail,66
557,female,group C,associate's degree,standard,completed,55.0,72.0,79.0,206.0,68.66666666666667,68.66666666666667,C,Pass,67
558,male,group C,master's degree,free/reduced,none,61.0,67.0,66.0,194.0,64.66666666666667,64.66666666666666,C,Pass,65
559,female,group B,associate's degree,free/reduced,none,53.0,70.0,70.0,193.0,64.33333333333333,64.33333333333333,C,Pass,79
560,male,group D,some high school,standard,none,73.0,66.0,62.0,201.0,67.0,67.0,C,Pass,70
561,female,group D,some college,standard,completed,74.0,75.0,79.0,228.0,76.0,76.0,B,Pass,95
562,female,group C,some college,standard,none,63.0,74.0,74.0,211.0,70.33333333333333,70.33333333333334,B,Pass,99
563,male,group C,bachelor's degree,standard,completed,96.0,90.0,92.0,278.0,92.66666666666667,92.66666666666666,A+,Pass,92
564,female,group D,some college,free/reduced,completed,63.0,80.0,80.0,223.0,74.33333333333333,74.33333333333333,B,Pass,66
565,male,group B,bachelor's degree,free/reduced,none,48.0,51.0,46.0,145.0,48.333333333333336,48.333333333333336,D,Pass,70
566,male,group B,associate's degree,standard,none,48.0,43.0,45.0,136.0,45.333333333333336,45.33333333333333,D,Pass,88
567,female,group E,bachelor's degree,free/reduced,completed,92.0,100.0,100.0,292.0,97.33333333333333,97.33333333333334,A+,Pass,78
568,female,group D,master's degree,free/reduced,completed,61.0,71.0,78.0,210.0,70.0,70.0,B,Pass,96
569,male,group B,high school,free/reduced,none,63.0,48.0,47.0,158.0,52.666666666666664,52.666666666666664,D,Pass,64
570,male,group D,bachelor's degree,free/reduced,none,68.0,68.0,67.0,203.0,67.66666666666667,67.66666666666666,C,Pass,62
571,male,group B,some college,standard,completed,71.0,75.0,70.0,216.0,72.0,72.0,B,Pass,64
572,male,group A,bachelor's degree,standard,none,91.0,96.0,92.0,279.0,93.0,93.0,A+,Pass,99
573,female,group C,some college,standard,none,53.0,62.0,56.0,171.0,57.0,56.99999999999999,D,Pass,91
574,female,group C,high school,free/reduced,completed,50.0,66.0,64.0,180.0,60.0,60.0,C,Pass,87
575,female,group E,high school,standard,none,74.0,81.0,71.0,226.0,75.33333333333333,75.33333333333333,B,Pass,74
576,male,group A,associate's degree,free/reduced,completed,40.0,55.0,53.0,148.0,49.333333333333336,49.333333333333336,D,Pass,90
577,male,group A,some college,standard,completed,61.0,51.0,52.0,164.0,54.666666666666664,54.666666666666664,D,Pass,66
578,female,group B,high school,standard,none,81.0,91.0,89.0,261.0,87.0,87.0,A,Pass,84
579,female,group B,some college,free/reduced,completed,48.0,56.0,58.0,162.0,54.0,54.0,D,Pass,68
580,female,group D,master's degree,standard,none,53.0,61.0,68.0,182.0,60.666666666666664,60.66666666666667,C,Pass,97
581,female,group D,some high school,standard,none,81.0,97.0,96.0,274.0,91.33333333333333,91.33333333333333,A+,Pass,95
582,female,group E,some high school,standard,none,77.0,79.0,80.0,236.0,78.66666666666667,78.66666666666666,B,Pass,67
583,female,group D,bachelor's degree,free/reduced,none,63.0,73.0,78.0,214.0,71.33333333333333,71.33333333333334,B,Pass,75
584,female,group D,associate's degree,standard,completed,73.0,75.0,80.0,228.0,76.0,76.0,B,Pass,98
585,female,group D,some college,standard,none,69.0,77.0,77.0,223.0,74.33333333333333,74.33333333333333,B,Pass,86
586,female,group C,associate's degree,standard,none,65.0,76.0,76.0,217.0,72.33333333333333,72.33333333333334,B,Pass,99
587,female,group A,high school,standard,none,55.0,73.0,73.0,201.0,67.0,67.0,C,Pass,86
588,female,group C,bachelor's degree,free/reduced,none,44.0,63.0,62.0,169.0,56.333333333333336,56.333333333333336,D,Pass,78
589,female,group C,some college,standard,none,54.0,64.0,65.0,183.0,61.0,61.0,C,Pass,64
590,female,group A,some high school,standard,none,48.0,66.0,65.0,179.0,59.666666666666664,59.66666666666667,D,Pass,76
591,male,group C,some college,free/reduced,none,58.0,57.0,54.0,169.0,56.333333333333336,56.333333333333336,D,Pass,94
592,male,group A,some high school,standard,none,71.0,62.0,50.0,183.0,61.0,61.0,C,Pass,62
593,male,group E,bachelor's degree,standard,none,68.0,68.0,64.0,200.0,66.66666666666667,66.66666666666666,C,Pass,81
594,female,group E,high school,standard,none,74.0,76.0,73.0,223.0,74.33333333333333,74.33333333333333,B,Pass,68
595,female,group C,bachelor's degree,standard,completed,92.0,100.0,99.0,291.0,97.0,97.0,A+,Pass,62
596,female,group C,bachelor's degree,standard,completed,56.0,79.0,72.0,207.0,69.0,69.0,C,Pass,70
597,male,group B,high school,free/reduced,none,30.0,24.0,15.0,69.0,23.0,23.0,D,Fail,60
598,male,group A,some high school,standard,none,53.0,54.0,48.0,155.0,51.666666666666664,51.66666666666667,D,Pass,83
599,female,group D,high school,standard,none,69.0,77.0,73.0,219.0,73.0,73.0,B,Pass,60
600,female,group D,some high school,standard,none,65.0,82.0,81.0,228.0,76.0,76.0,B,Pass,75
601,female,group D,master's degree,standard,none,54.0,60.0,63.0,177.0,59.0,59.0,D,Pass,99
602,female,group C,high school,standard,none,29.0,29.0,30.0,88.0,29.333333333333332,29.333333333333332,D,Fail,64
603,female,group E,some college,standard,none,76.0,78.0,80.0,234.0,78.0,78.0,B,Pass,96
604,male,group D,high school,free/reduced,none,60.0,57.0,51.0,168.0,56.0,56.00000000000001,D,Pass,65
605,male,group D,master's degree,free/reduced,completed,84.0,89.0,90.0,263.0,87.66666666666667,87.66666666666667,A,Pass,84
606,male,group C,some high school,standard,none,75.0,72.0,62.0,209.0,69.66666666666667,69.66666666666667,C,Pass,100
607,female,group C,associate's degree,standard,none,85.0,84.0,82.0,251.0,83.66666666666667,83.66666666666667,A,Pass,67
608,female,group C,master's degree,free/reduced,none,40.0,58.0,54.0,152.0,50.666666666666664,50.66666666666667,D,Pass,78
609,female,group E,some college,standard,none,61.0,64.0,62.0,187.0,62.333333333333336,62.33333333333333,C,Pass,82
610,female,group B,associate's degree,standard,none,58.0,63.0,65.0,186.0,62.0,62.0,C,Pass,80
611,male,group D,some college,free/reduced,completed,69.0,60.0,63.0,192.0,64.0,64.0,C,Pass,74
612,female,group C,some college,standard,none,58.0,59.0,66.0,183.0,61.0,61.0,C,Pass,73
613,male,group C,bachelor's degree,standard,completed,94.0,90.0,91.0,275.0,91.66666666666667,91.66666666666666,A+,Pass,88
614,female,group C,associate's degree,standard,none,65.0,77.0,74.0,216.0,72.0,72.0,B,Pass,65
615,female,group A,associate's degree,standard,none,82.0,93.0,93.0,268.0,89.33333333333333,89.33333333333333,A,Pass,85
616,female,group C,high school,standard,none,60.0,68.0,72.0,200.0,66.66666666666667,66.66666666666666,C,Pass,68
617,female,group E,bachelor's degree,standard,none,37.0,45.0,38.0,120.0,40.0,40.0,D,Pass,61
618,male,group D,bachelor's degree,standard,none,88.0,78.0,83.0,249.0,83.0,83.0,A,Pass,82
619,male,group D,master's degree,standard,none,95.0,81.0,84.0,260.0,86.66666666666667,86.66666666666667,A,Pass,73
620,male,group C,associate's degree,free/reduced,completed,65.0,73.0,68.0,206.0,68.66666666666667,68.66666666666667,C,Pass,87
621,female,group C,high school,free/reduced,none,35.0,61.0,54.0,150.0,50.0,50.0,D,Pass,67
622,male,group B,bachelor's degree,free/reduced,none,62.0,63.0,56.0,181.0,60.333333333333336,60.333333333333336,C,Pass,60
623,male,group C,high school,free/reduced,completed,58.0,51.0,52.0,161.0,53.666666666666664,53.666666666666664,D,Pass,78
624,male,group A,some college,standard,completed,100.0,96.0,86.0,282.0,94.0,94.0,A+,Pass,70
625,female,group E,bachelor's degree,free/reduced,none,61.0,58.0,62.0,181.0,60.333333333333336,60.333333333333336,C,Pass,61
626,male,group D,some college,standard,completed,100.0,97.0,99.0,296.0,98.66666666666667,98.66666666666667,A+,Pass,75
627,male,group B,associate's degree,free/reduced,completed,69.0,70.0,63.0,202.0,67.33333333333333,67.33333333333333,C,Pass,96
628,male,group D,associate's degree,standard,none,61.0,48.0,46.0,155.0,51.666666666666664,51.66666666666667,D,Pass,71
629,male,group D,some college,free/reduced,none,49.0,57.0,46.0,152.0,50.666666666666664,50.66666666666667,D,Pass,81
630,female,group C,some high school,standard,completed,44.0,51.0,55.0,150.0,50.0,50.0,D,Pass,92
631,male,group D,some college,standard,none,67.0,64.0,70.0,201.0,67.0,67.0,C,Pass,89
632,male,group B,high school,standard,none,79.0,60.0,65.0,204.0,68.0,68.0,C,Pass,97
633,female,group B,bachelor's degree,standard,completed,66.0,74.0,81.0,221.0,73.66666666666667,73.66666666666667,B,Pass,83
634,female,group C,high school,standard,none,75.0,88.0,85.0,248.0,82.66666666666667,82.66666666666667,A,Pass,80
635,male,group D,some high school,standard,none,84.0,84.0,80.0,248.0,82.66666666666667,82.66666666666667,A,Pass,82
636,male,group A,high school,standard,none,71.0,74.0,64.0,209.0,69.66666666666667,69.66666666666667,C,Pass,72
637,female,group B,high school,free/reduced,completed,67.0,80.0,81.0,228.0,76.0,76.0,B,Pass,81
638,female,group D,some high school,standard,completed,80.0,92.0,88.0,260.0,86.66666666666667,86.66666666666667,A,Pass,100
639,male,group E,some college,standard,none,86.0,76.0,74.0,236.0,78.66666666666667,78.66666666666666,B,Pass,65
640,female,group D,associate's degree,standard,none,76.0,74.0,73.0,223.0,74.33333333333333,74.33333333333333,B,Pass,78
641,male,group D,high school,standard,none,41.0,52.0,51.0,144.0,48.0,48.0,D,Pass,80
642,female,group D,associate's degree,free/reduced,completed,74.0,88.0,90.0,252.0,84.0,84.0,A,Pass,68
643,female,group B,some high school,free/reduced,none,72.0,81.0,79.0,232.0,77.33333333333333,77.33333333333333,B,Pass,96
644,female,group E,high school,standard,completed,74.0,79.0,80.0,233.0,77.66666666666667,77.66666666666666,B,Pass,73
645,male,group B,high school,standard,none,70.0,65.0,60.0,195.0,65.0,65.0,C,Pass,67
646,female,group B,bachelor's degree,standard,completed,65.0,81.0,81.0,227.0,75.66666666666667,75.66666666666667,B,Pass,62
647,female,group D,associate's degree,standard,none,59.0,70.0,65.0,194.0,64.66666666666667,64.66666666666666,C,Pass,83
648,female,group E,high school,free/reduced,none,64.0,62.0,68.0,194.0,64.66666666666667,64.66666666666666,C,Pass,89
649,female,group B,high school,standard,none,50.0,53.0,55.0,158.0,52.666666666666664,52.666666666666664,D,Pass,98
650,female,group D,some college,standard,completed,69.0,79.0,81.0,229.0,76.33333333333333,76.33333333333333,B,Pass,72
651,male,group C,some high school,free/reduced,completed,51.0,56.0,53.0,160.0,53.333333333333336,53.333333333333336,D,Pass,94
652,female,group A,high school,standard,completed,68.0,80.0,76.0,224.0,74.66666666666667,74.66666666666667,B,Pass,90
653,female,group D,some college,standard,completed,85.0,86.0,98.0,269.0,89.66666666666667,89.66666666666666,A,Pass,66
654,female,group A,associate's degree,standard,completed,65.0,70.0,74.0,209.0,69.66666666666667,69.66666666666667,C,Pass,64
655,female,group B,some high school,standard,none,73.0,79.0,79.0,231.0,77.0,77.0,B,Pass,66
656,female,group B,some college,standard,none,62.0,67.0,67.0,196.0,65.33333333333333,65.33333333333333,C,Pass,70
657,male,group C,associate's degree,free/reduced,none,77.0,67.0,64.0,208.0,69.33333333333333,69.33333333333334,C,Pass,71
658,male,group D,some high school,standard,none,69.0,66.0,61.0,196.0,65.33333333333333,65.33333333333333,C,Pass,91
659,female,group D,associate's degree,free/reduced,none,43.0,60.0,58.0,161.0,53.666666666666664,53.666666666666664,D,Pass,90
660,male,group D,associate's degree,standard,none,90.0,87.0,85.0,262.0,87.33333333333333,87.33333333333333,A,Pass,70
661,male,group C,some college,free/reduced,none,74.0,77.0,73.0,224.0,74.66666666666667,74.66666666666667,B,Pass,83
662,male,group C,some high school,standard,none,73.0,66.0,63.0,202.0,67.33333333333333,67.33333333333333,C,Pass,67
663,female,group D,some college,free/reduced,none,55.0,71.0,69.0,195.0,65.0,65.0,C,Pass,67
664,female,group C,high school,standard,none,65.0,69.0,67.0,201.0,67.0,67.0,C,Pass,95
665,male,group D,associate's degree,standard,none,80.0,63.0,63.0,206.0,68.66666666666667,68.66666666666667,C,Pass,79
666,female,group C,some high school,free/reduced,completed,50.0,60.0,60.0,170.0,56.666666666666664,56.666666666666664,D,Pass,65
667,female,group C,some college,free/reduced,completed,63.0,73.0,71.0,207.0,69.0,69.0,C,Pass,72
668,female,group B,bachelor's degree,free/reduced,none,77.0,85.0,87.0,249.0,83.0,83.0,A,Pass,90
669,male,group C,some college,standard,none,73.0,74.0,61.0,208.0,69.33333333333333,69.33333333333334,C,Pass,64
670,male,group D,associate's degree,standard,completed,81.0,72.0,77.0,230.0,76.66666666666667,76.66666666666667,B,Pass,72
671,female,group C,high school,free/reduced,none,66.0,76.0,68.0,210.0,70.0,70.0,B,Pass,89
672,male,group D,associate's degree,free/reduced,none,52.0,57.0,50.0,159.0,53.0,53.0,D,Pass,71
673,female,group C,some college,standard,none,69.0,78.0,76.0,223.0,74.33333333333333,74.33333333333333,B,Pass,74
674,female,group C,associate's degree,standard,completed,65.0,84.0,84.0,233.0,77.66666666666667,77.66666666666666,B,Pass,66
675,female,group D,high school,standard,completed,69.0,77.0,78.0,224.0,74.66666666666667,74.66666666666667,B,Pass,82
676,female,group B,some college,standard,completed,50.0,64.0,66.0,180.0,60.0,60.0,C,Pass,99
677,female,group E,some college,standard,completed,73.0,78.0,76.0,227.0,75.66666666666667,75.66666666666667,B,Pass,74
678,female,group C,some high school,standard,completed,70.0,82.0,76.0,228.0,76.0,76.0,B,Pass,68
679,male,group D,associate's degree,free/reduced,none,81.0,75.0,78.0,234.0,78.0,78.0,B,Pass,77
680,male,group D,some college,free/reduced,none,63.0,61.0,60.0,184.0,61.333333333333336,61.33333333333333,C,Pass,89
681,female,group D,high school,standard,none,67.0,72.0,74.0,213.0,71.0,71.0,B,Pass,98
682,male,group B,high school,standard,none,60.0,68.0,60.0,188.0,62.666666666666664,62.66666666666667,C,Pass,81
683,male,group B,high school,standard,none,62.0,55.0,54.0,171.0,57.0,56.99999999999999,D,Pass,77
684,female,group C,some high school,free/reduced,completed,29.0,40.0,44.0,113.0,37.666666666666664,37.666666666666664,D,Fail,63
685,male,group B,some college,standard,completed,62.0,66.0,68.0,196.0,65.33333333333333,65.33333333333333,C,Pass,64
686,female,group E,master's degree,standard,completed,94.0,99.0,100.0,293.0,97.66666666666667,97.66666666666667,A+,Pass,90
687,male,group E,some college,standard,completed,85.0,75.0,68.0,228.0,76.0,76.0,B,Pass,65
688,male,group D,associate's degree,free/reduced,none,77.0,78.0,73.0,228.0,76.0,76.0,B,Pass,92
689,male,group A,high school,free/reduced,none,53.0,58.0,44.0,155.0,51.666666666666664,51.66666666666667,D,Pass,74
690,male,group E,some college,free/reduced,none,93.0,90.0,83.0,266.0,88.66666666666667,88.66666666666667,A,Pass,66
691,female,group C,associate's degree,standard,none,49.0,53.0,53.0,155.0,51.666666666666664,51.66666666666667,D,Pass,97
692,female,group E,associate's degree,free/reduced,none,73.0,76.0,78.0,227.0,75.66666666666667,75.66666666666667,B,Pass,97
693,female,group C,bachelor's degree,free/reduced,completed,66.0,74.0,81.0,221.0,73.66666666666667,73.66666666666667,B,Pass,98
694,female,group D,associate's degree,standard,none,77.0,77.0,73.0,227.0,75.66666666666667,75.66666666666667,B,Pass,97
695,female,group C,some high school,standard,none,49.0,63.0,56.0,168.0,56.0,56.00000000000001,D,Pass,61
696,female,group D,some college,free/reduced,none,79.0,89.0,86.0,254.0,84.66666666666667,84.66666666666667,A,Pass,82
697,female,group C,associate's degree,standard,completed,75.0,82.0,90.0,247.0,82.33333333333333,82.33333333333334,A,Pass,74
698,female,group A,bachelor's degree,standard,none,59.0,72.0,70.0,201.0,67.0,67.0,C,Pass,95
699,female,group D,associate's degree,standard,completed,57.0,78.0,79.0,214.0,71.33333333333333,71.33333333333334,B,Pass,87
700,male,group C,high school,free/reduced,none,66.0,66.0,59.0,191.0,63.666666666666664,63.66666666666667,C,Pass,85
701,female,group E,bachelor's degree,standard,completed,79.0,81.0,82.0,242.0,80.66666666666667,80.66666666666666,A,Pass,69
702,female,group B,some high school,standard,none,57.0,67.0,72.0,196.0,65.33333333333333,65.33333333333333,C,Pass,70
703,male,group A,bachelor's degree,standard,completed,87.0,84.0,87.0,258.0,86.0,86.0,A,Pass,98
704,female,group D,some college,standard,none,63.0,64.0,67.0,194.0,64.66666666666667,64.66666666666666,C,Pass,61
705,female,group B,some high school,free/reduced,completed,59.0,63.0,64.0,186.0,62.0,62.0,C,Pass,66
706,male,group A,bachelor's degree,free/reduced,none,62.0,72.0,65.0,199.0,66.33333333333333,66.33333333333333,C,Pass,96
707,male,group D,high school,standard,none,46.0,34.0,36.0,116.0,38.666666666666664,38.666666666666664,D,Fail,85
708,male,group C,some college,standard,none,66.0,59.0,52.0,177.0,59.0,59.0,D,Pass,72
709,male,group D,high school,standard,none,89.0,87.0,79.0,255.0,85.0,85.0,A,Pass,61
710,female,group D,associate's degree,free/reduced,completed,42.0,61.0,58.0,161.0,53.666666666666664,53.666666666666664,D,Pass,86
711,male,group C,some college,standard,completed,93.0,84.0,90.0,267.0,89.0,89.0,A,Pass,91
712,female,group E,some high school,standard,completed,80.0,85.0,85.0,250.0,83.33333333333333,83.33333333333334,A,Pass,92
713,female,group D,some college,standard,none,98.0,100.0,99.0,297.0,99.0,99.0,A+,Pass,75
714,male,group D,master's degree,standard,none,81.0,81.0,84.0,246.0,82.0,82.0,A,Pass,98
715,female,group B,some high school,standard,completed,60.0,70.0,74.0,204.0,68.0,68.0,C,Pass,93
716,female,group B,associate's degree,free/reduced,completed,76.0,94.0,87.0,257.0,85.66666666666667,85.66666666666667,A,Pass,76
717,male,group C,associate's degree,standard,completed,73.0,78.0,72.0,223.0,74.33333333333333,74.33333333333333,B,Pass,60
718,female,group C,associate's degree,standard,completed,96.0,96.0,99.0,291.0,97.0,97.0,A+,Pass,70
719,female,group C,high school,standard,none,76.0,76.0,74.0,226.0,75.33333333333333,75.33333333333333,B,Pass,79
720,male,group E,associate's degree,free/reduced,completed,91.0,73.0,80.0,244.0,81.33333333333333,81.33333333333333,A,Pass,98
721,female,group C,some college,free/reduced,none,62.0,72.0,70.0,204.0,68.0,68.0,C,Pass,96
722,male,group D,some high school,free/reduced,completed,55.0,59.0,59.0,173.0,57.666666666666664,57.666666666666664,D,Pass,74
723,female,group B,some high school,free/reduced,completed,74.0,90.0,88.0,252.0,84.0,84.0,A,Pass,63
724,male,group C,high school,standard,none,50.0,48.0,42.0,140.0,46.666666666666664,46.666666666666664,D,Pass,94
725,male,group B,some college,standard,none,47.0,43.0,41.0,131.0,43.666666666666664,43.666666666666664,D,Pass,76
726,male,group E,some college,standard,completed,81.0,74.0,71.0,226.0,75.33333333333333,75.33333333333333,B,Pass,89
727,female,group E,associate's degree,standard,completed,65.0,75.0,77.0,217.0,72.33333333333333,72.33333333333334,B,Pass,80
728,male,group E,some high school,standard,completed,68.0,51.0,57.0,176.0,58.666666666666664,58.666666666666664,D,Pass,62
729,female,group D,high school,free/reduced,none,73.0,92.0,84.0,249.0,83.0,83.0,A,Pass,75
730,male,group C,some college,standard,none,53.0,39.0,37.0,129.0,43.0,43.0,D,Pass,82
731,female,group B,associate's degree,free/reduced,completed,68.0,77.0,80.0,225.0,75.0,75.0,B,Pass,78
732,male,group A,some high school,free/reduced,none,55.0,46.0,43.0,144.0,48.0,48.0,D,Pass,60
733,female,group C,some college,standard,completed,87.0,89.0,94.0,270.0,90.0,90.0,A+,Pass,70
734,male,group D,some high school,standard,none,55.0,47.0,44.0,146.0,48.666666666666664,48.66666666666667,D,Pass,90
735,female,group E,some college,free/reduced,none,53.0,58.0,57.0,168.0,56.0,56.00000000000001,D,Pass,74
736,male,group C,master's degree,standard,none,67.0,57.0,59.0,183.0,61.0,61.0,C,Pass,62
737,male,group C,associate's degree,standard,none,92.0,79.0,84.0,255.0,85.0,85.0,A,Pass,67
738,female,group B,some college,free/reduced,completed,53.0,66.0,73.0,192.0,64.0,64.0,C,Pass,90
739,male,group D,associate's degree,standard,none,81.0,71.0,73.0,225.0,75.0,75.0,B,Pass,78
740,male,group C,high school,free/reduced,none,61.0,60.0,55.0,176.0,58.666666666666664,58.666666666666664,D,Pass,99
741,male,group D,bachelor's degree,standard,none,80.0,73.0,72.0,225.0,75.0,75.0,B,Pass,93
742,female,group A,associate's degree,free/reduced,none,37.0,57.0,56.0,150.0,50.0,50.0,D,Pass,94
743,female,group C,high school,standard,none,81.0,84.0,82.0,247.0,82.33333333333333,82.33333333333334,A,Pass,71
744,female,group C,associate's degree,standard,completed,59.0,73.0,72.0,204.0,68.0,68.0,C,Pass,100
745,male,group B,some college,free/reduced,none,55.0,55.0,47.0,157.0,52.333333333333336,52.33333333333333,D,Pass,81
746,male,group D,associate's degree,standard,none,72.0,79.0,74.0,225.0,75.0,75.0,B,Pass,66
747,male,group D,high school,standard,none,69.0,75.0,71.0,215.0,71.66666666666667,71.66666666666667,B,Pass,83
748,male,group C,some college,standard,none,69.0,64.0,68.0,201.0,67.0,67.0,C,Pass,77
749,female,group C,bachelor's degree,free/reduced,none,50.0,60.0,59.0,169.0,56.333333333333336,56.333333333333336,D,Pass,63
750,male,group B,some college,standard,completed,87.0,84.0,86.0,257.0,85.66666666666667,85.66666666666667,A,Pass,63
751,male,group D,some high school,standard,completed,71.0,69.0,68.0,208.0,69.33333333333333,69.33333333333334,C,Pass,63
752,male,group E,some college,standard,none,68.0,72.0,65.0,205.0,68.33333333333333,68.33333333333333,C,Pass,94
